customer_id,registration_date,region,engagement_score,churned,churn_date
CUST_00001,2022-01-05,North America,0.23462661773841645,False,
CUST_00002,2022-02-15,Europe,0.5461286264502078,False,
CUST_00003,2022-08-27,Europe,0.3093750205833351,True,2023-06-05
CUST_00004,2023-11-23,North America,0.5164442492902201,False,
CUST_00005,2022-12-31,North America,0.34656399378401254,False,
CUST_00006,2022-01-15,North America,0.12442551210495552,False,
CUST_00007,2022-05-06,North America,0.2210455620929866,False,
CUST_00008,2022-04-21,Europe,0.19576316577989814,False,
CUST_00009,2023-09-05,Europe,0.5848987098115388,True,2023-10-08
CUST_00010,2022-12-16,North America,0.34415212951900465,False,
CUST_00011,2022-08-11,Latin America,0.14804160209791278,False,
CUST_00012,2022-07-13,Europe,0.2492934393940969,True,2023-05-13
CUST_00013,2023-12-25,Europe,0.1413036773705669,False,
CUST_00014,2022-05-19,Latin America,0.2898694328984816,False,
CUST_00015,2023-10-12,Middle East & Africa,0.5242611000858886,False,
CUST_00016,2023-07-04,Europe,0.36135514820256737,True,2023-09-11
CUST_00017,2022-11-16,Europe,0.24721757967799698,True,2023-07-16
CUST_00018,2022-06-14,Asia Pacific,0.4707541742530352,False,
CUST_00019,2022-10-23,Europe,0.2939953091291192,False,
CUST_00020,2023-10-27,Europe,0.4762265794594182,False,
CUST_00021,2022-07-17,Latin America,0.3653192457406806,False,
CUST_00022,2023-04-23,Latin America,0.24297830153977704,False,
CUST_00023,2022-09-11,North America,0.07941357136219374,False,
CUST_00024,2022-08-16,Europe,0.09484904820509636,False,
CUST_00025,2023-11-16,Asia Pacific,0.2540356183079009,False,
CUST_00026,2022-01-11,Middle East & Africa,0.5867006267167778,False,
CUST_00027,2022-08-06,Europe,0.08754181465197375,False,
CUST_00028,2022-12-22,Latin America,0.33165928397018674,True,2023-11-12
CUST_00029,2022-10-24,Latin America,0.2401397690371477,True,2023-04-08
CUST_00030,2022-07-21,Asia Pacific,0.46516792964252635,False,
CUST_00031,2023-01-21,Europe,0.058663492337721286,False,
CUST_00032,2022-07-01,North America,0.30298759512875273,False,
CUST_00033,2023-10-24,North America,0.20532473976879867,False,
CUST_00034,2022-12-08,North America,0.11693507038193968,False,
CUST_00035,2023-12-24,North America,0.4417672441328445,False,
CUST_00036,2023-08-13,Asia Pacific,0.6778256616030698,False,
CUST_00037,2023-10-06,North America,0.20054534643541522,False,
CUST_00038,2022-03-28,Middle East & Africa,0.7348517807062536,False,
CUST_00039,2022-11-24,North America,0.15648979507517,True,2023-03-29
CUST_00040,2022-03-29,Asia Pacific,0.2752930425689987,False,
CUST_00041,2022-01-07,Europe,0.32143609011049706,False,
CUST_00042,2022-03-23,Latin America,0.12845804774166797,False,
CUST_00043,2023-01-31,Asia Pacific,0.5246634894067944,True,2023-12-06
CUST_00044,2023-08-16,Latin America,0.4149333511438054,True,2023-09-28
CUST_00045,2023-06-05,Europe,0.06667423876673848,False,
CUST_00046,2023-03-18,Latin America,0.3168207498633192,False,
CUST_00047,2022-02-10,North America,0.47681557899668325,True,2022-04-07
CUST_00048,2022-10-14,Latin America,0.3470660182777056,False,
CUST_00049,2023-04-21,Asia Pacific,0.12108818018141859,False,
CUST_00050,2022-01-11,Europe,0.18820270580774812,False,
CUST_00051,2023-02-10,Asia Pacific,0.07180896858968078,False,
CUST_00052,2023-04-27,Europe,0.4296278683208692,False,
CUST_00053,2023-09-08,Europe,0.07491570671008323,True,2023-10-19
CUST_00054,2022-10-02,North America,0.3225420749674404,False,
CUST_00055,2022-12-05,Asia Pacific,0.41301010970473295,True,2023-04-02
CUST_00056,2022-09-25,North America,0.37869768422211586,False,
CUST_00057,2022-09-07,North America,0.3852175967873698,False,
CUST_00058,2023-04-22,Europe,0.4101319011958224,True,2023-10-27
CUST_00059,2022-06-01,North America,0.37463779508024597,False,
CUST_00060,2022-12-30,Europe,0.09558185854393982,False,
CUST_00061,2023-05-08,Europe,0.27114085607570954,False,
CUST_00062,2022-01-29,Asia Pacific,0.12963151830435993,False,
CUST_00063,2022-09-23,North America,0.11533473926839054,False,
CUST_00064,2023-01-11,North America,0.5402087824958088,True,2023-11-29
CUST_00065,2022-03-02,North America,0.07498071616189839,False,
CUST_00066,2023-07-25,Europe,0.24117054439778063,True,2023-10-19
CUST_00067,2022-08-06,North America,0.16016260688307773,True,2022-09-13
CUST_00068,2022-04-09,Europe,0.32968017155503837,False,
CUST_00069,2022-01-03,Asia Pacific,0.053757530927513245,False,
CUST_00070,2023-09-02,Europe,0.08059821134079968,False,
CUST_00071,2022-06-19,Asia Pacific,0.0810651916835016,False,
CUST_00072,2022-11-24,Asia Pacific,0.2324735120226624,False,
CUST_00073,2023-08-16,North America,0.1989583451815816,False,
CUST_00074,2022-02-09,Europe,0.24767621158680805,False,
CUST_00075,2023-07-25,North America,0.27980431096992814,False,
CUST_00076,2023-07-11,Latin America,0.18491579348668238,False,
CUST_00077,2022-03-23,Asia Pacific,0.3075225848454718,False,
CUST_00078,2022-04-23,Europe,0.2843891811743337,True,2023-01-10
CUST_00079,2022-08-12,Asia Pacific,0.24350073896739519,True,2023-05-10
CUST_00080,2022-11-20,North America,0.15547458467499403,False,
CUST_00081,2022-07-29,Latin America,0.14269443865310866,True,2023-01-08
CUST_00082,2022-03-20,Asia Pacific,0.14604480776434606,False,
CUST_00083,2022-09-28,Asia Pacific,0.17566190771693496,False,
CUST_00084,2023-03-16,Europe,0.28753650149016197,True,2023-12-27
CUST_00085,2023-07-24,Latin America,0.20489057931373683,False,
CUST_00086,2023-08-07,North America,0.32062855156905845,False,
CUST_00087,2023-11-24,Latin America,0.3865483160112159,False,
CUST_00088,2023-06-05,North America,0.15977367975102633,False,
CUST_00089,2023-01-30,Middle East & Africa,0.372509488294083,False,
CUST_00090,2022-06-15,North America,0.3393515815022128,False,
CUST_00091,2022-03-29,North America,0.38906723211848665,False,
CUST_00092,2023-11-04,Europe,0.1398450080165595,True,2023-12-25
CUST_00093,2022-04-13,North America,0.45793495198804884,False,
CUST_00094,2022-11-01,Middle East & Africa,0.37347717247833206,False,
CUST_00095,2023-11-21,Europe,0.23067257420030202,False,
CUST_00096,2023-01-25,Asia Pacific,0.6444878628821226,True,2023-03-07
CUST_00097,2022-03-28,Asia Pacific,0.6467983412348778,False,
CUST_00098,2023-09-23,Europe,0.6092487761101489,False,
CUST_00099,2023-03-21,North America,0.4419285644978919,False,
CUST_00100,2023-05-31,Asia Pacific,0.15947382238841792,False,
CUST_00101,2022-09-07,Asia Pacific,0.4317672500483007,True,2023-04-10
CUST_00102,2022-09-03,Europe,0.42614096908048066,False,
CUST_00103,2022-04-10,Latin America,0.23845606700635957,False,
CUST_00104,2023-07-07,North America,0.166733175293429,False,
CUST_00105,2022-05-25,Europe,0.06039203154803854,False,
CUST_00106,2022-10-30,North America,0.17119772831556382,False,
CUST_00107,2022-12-27,Europe,0.5400435969214911,True,2023-05-26
CUST_00108,2022-04-17,Asia Pacific,0.10682136950093098,False,
CUST_00109,2023-12-20,Europe,0.18552123517669067,False,
CUST_00110,2022-10-09,North America,0.3518763185224679,False,
CUST_00111,2022-07-25,Asia Pacific,0.5002670489518651,False,
CUST_00112,2022-07-04,Europe,0.49488541507678596,True,2022-12-06
CUST_00113,2022-11-04,Asia Pacific,0.4858019337726313,False,
CUST_00114,2022-12-18,North America,0.2501279740341334,False,
CUST_00115,2023-08-11,North America,0.34297883245564376,False,
CUST_00116,2022-08-08,North America,0.045263261147515325,False,
CUST_00117,2023-08-12,North America,0.3973443850426373,False,
CUST_00118,2023-04-27,Asia Pacific,0.13623186235398355,False,
CUST_00119,2023-08-24,North America,0.3108377133358063,False,
CUST_00120,2023-02-21,North America,0.12383963061236869,False,
CUST_00121,2022-01-03,Europe,0.06023970149780276,False,
CUST_00122,2023-05-13,Asia Pacific,0.4525372528878585,True,2023-11-01
CUST_00123,2023-12-16,Europe,0.40857318834212114,False,
CUST_00124,2023-01-08,North America,0.48546051587639033,False,
CUST_00125,2023-10-20,Europe,0.11747044789336088,True,2023-12-30
CUST_00126,2023-03-21,North America,0.21580144196764312,True,2023-08-03
CUST_00127,2023-07-13,Middle East & Africa,0.40397040128764766,True,2023-08-21
CUST_00128,2023-01-13,Europe,0.2657433747542008,True,2023-07-13
CUST_00129,2023-06-15,Latin America,0.35992725656434194,False,
CUST_00130,2023-08-04,North America,0.31850647228233636,True,2023-09-17
CUST_00131,2023-02-23,Europe,0.0649014575122605,False,
CUST_00132,2022-11-16,North America,0.08288559361049466,False,
CUST_00133,2022-10-07,North America,0.36683433051323155,True,2023-06-25
CUST_00134,2022-12-19,Europe,0.10898011830495999,False,
CUST_00135,2023-10-04,Asia Pacific,0.35687064297654747,False,
CUST_00136,2023-01-16,Europe,0.06485645178879001,False,
CUST_00137,2023-04-22,Asia Pacific,0.07999647954013706,False,
CUST_00138,2023-10-19,North America,0.5922707075588414,False,
CUST_00139,2023-09-22,Middle East & Africa,0.12363685731104702,False,
CUST_00140,2023-04-01,Asia Pacific,0.2411522919020832,True,2023-12-11
CUST_00141,2023-10-25,North America,0.5963001079184166,False,
CUST_00142,2022-07-15,Latin America,0.3048328984235249,False,
CUST_00143,2022-01-12,Latin America,0.5268481132434096,False,
CUST_00144,2022-05-14,North America,0.5060658245427199,False,
CUST_00145,2023-04-11,Middle East & Africa,0.3992089540598073,False,
CUST_00146,2022-04-05,Europe,0.4482579732638047,False,
CUST_00147,2022-01-25,Asia Pacific,0.2581223854376845,False,
CUST_00148,2022-01-12,Middle East & Africa,0.5276391259414989,False,
CUST_00149,2022-02-12,Europe,0.1112495278073122,False,
CUST_00150,2023-10-04,Europe,0.24161351960978977,True,2023-11-23
CUST_00151,2022-11-25,Asia Pacific,0.19418719207875626,False,
CUST_00152,2023-07-06,Asia Pacific,0.050302131420000576,False,
CUST_00153,2022-03-04,Asia Pacific,0.6468847691774565,False,
CUST_00154,2023-03-31,Asia Pacific,0.5045933992123101,False,
CUST_00155,2023-02-27,Europe,0.4643195332613746,True,2023-09-04
CUST_00156,2022-06-13,Europe,0.5548662655036843,False,
CUST_00157,2023-05-25,North America,0.5473337153912274,False,
CUST_00158,2023-02-26,Europe,0.3886287398655627,True,2023-07-02
CUST_00159,2022-01-10,Latin America,0.4719703489817785,False,
CUST_00160,2023-12-27,Europe,0.16125863691279382,False,
CUST_00161,2023-03-25,Europe,0.2706699213502161,True,2023-09-18
CUST_00162,2022-10-04,Europe,0.3007179313226396,False,
CUST_00163,2023-07-17,North America,0.384287289203579,True,2023-12-05
CUST_00164,2022-08-08,Latin America,0.12742844796948338,True,2023-06-25
CUST_00165,2023-01-17,North America,0.4159629495038699,False,
CUST_00166,2023-01-09,Europe,0.20434572444877216,True,2023-11-07
CUST_00167,2023-02-06,North America,0.29150153692373215,False,
CUST_00168,2023-02-18,Latin America,0.39079301970660796,True,2023-04-06
CUST_00169,2022-05-29,Asia Pacific,0.3828700782932224,False,
CUST_00170,2022-07-22,North America,0.3448545433255753,True,2023-03-21
CUST_00171,2023-04-08,North America,0.1072369927630003,False,
CUST_00172,2022-12-19,Europe,0.5818425979257144,False,
CUST_00173,2022-05-08,Europe,0.4361648805702282,False,
CUST_00174,2022-04-14,North America,0.24340025905662088,False,
CUST_00175,2022-03-07,Europe,0.19321942612217052,True,2022-10-31
CUST_00176,2022-01-14,Asia Pacific,0.27643014622674317,False,
CUST_00177,2022-07-30,Middle East & Africa,0.36129563323290564,False,
CUST_00178,2023-04-14,North America,0.23966934057129585,False,
CUST_00179,2022-08-09,Europe,0.35512607221793807,False,
CUST_00180,2022-06-11,Europe,0.2129821256853246,False,
CUST_00181,2023-10-26,North America,0.27967355013749445,False,
CUST_00182,2022-12-16,North America,0.15407207867050762,False,
CUST_00183,2022-04-28,Europe,0.6666375903976303,False,
CUST_00184,2022-03-19,Asia Pacific,0.4783428795136312,False,
CUST_00185,2022-09-11,Europe,0.3090494857077592,False,
CUST_00186,2023-08-04,Asia Pacific,0.4016190764260652,True,2023-09-06
CUST_00187,2023-09-30,Asia Pacific,0.2113492269822452,False,
CUST_00188,2023-10-26,Europe,0.0820986893614153,True,2023-12-25
CUST_00189,2023-09-10,Asia Pacific,0.15443995861635484,False,
CUST_00190,2023-03-17,North America,0.2526557315579837,False,
CUST_00191,2022-07-22,Middle East & Africa,0.47073310456373135,False,
CUST_00192,2022-03-23,North America,0.23138425330551396,False,
CUST_00193,2023-03-21,North America,0.16350886218610183,False,
CUST_00194,2023-08-16,Middle East & Africa,0.10255979660226831,False,
CUST_00195,2023-09-02,North America,0.045197685575043424,False,
CUST_00196,2022-03-07,North America,0.14818380999364805,False,
CUST_00197,2022-10-21,Asia Pacific,0.28417321692836894,False,
CUST_00198,2022-08-02,North America,0.22542027616970522,False,
CUST_00199,2023-11-11,Middle East & Africa,0.25416545453866857,False,
CUST_00200,2023-11-10,Asia Pacific,0.16210800953244858,True,2023-12-19
CUST_00201,2022-01-08,North America,0.093870981202944,False,
CUST_00202,2022-08-26,Europe,0.3284531386696531,False,
CUST_00203,2022-09-16,Latin America,0.17461625079358792,False,
CUST_00204,2023-11-19,North America,0.3705844455455471,False,
CUST_00205,2022-01-16,Middle East & Africa,0.2608906150711688,False,
CUST_00206,2023-05-21,Europe,0.1729869930293725,False,
CUST_00207,2023-10-28,North America,0.19836047139407284,False,
